45890,26776,96361
72727,56843,53445
51196,73906,95030
80561,83567,18350
83225,71738,82957
3428,12888,63729
41643,13769,52711
9994,53261,92410
50447,85489,8876
76254,16100,52564
82411,21585,25462
95726,32008,27014
83854,51871,70153
47209,60290,39031
43356,63408,43984
94760,76918,7087
98165,99532,67823
6550,33108,83096
79657,66970,91692
95542,9268,90852
20007,99754,51980
75531,73473,89365
7624,78589,9816
14111,5539,51624
2136,66638,92131
82400,36269,61310
65930,17310,59358
82474,15334,6651
3592,22950,6855
98736,13453,91205
80190,87499,39914
73246,30194,86720
77576,37769,44944
15926,68233,33348
77505,90210,96704
64724,14335,12180
16533,75169,59187
15524,74444,71090
4408,62449,2689
28956,39987,77466
30876,31618,9355
29564,36156,7283
66080,95370,19014
38606,252,34828
17220,78528,71808
45609,72121,42906
21583,85892,48247
45238,91816,40276
1834,25954,15617
69050,58221,95770
69999,15490,17951
30435,96967,33398
81779,1249,555
42186,94765,13661
20100,69045,27017
24054,58383,17271
65894,64740,31059
21847,12548,88994
76197,53658,89862
44339,71386,93135
53600,43725,3919
6930,44461,29373
1162,42258,24641
55189,21750,87218
64602,69458,13326
76913,14479,99952
47392,2055,58915
55817,73437,52342
45278,70489,96818
91184,89545,48602
81071,14847,40363
14951,48268,80148
29123,9078,33785
23515,71709,30580
20664,60864,90260
10964,27883,74578
36148,24844,33310
8994,58500,2674
60834,9793,36812
29365,69735,31838
87325,7300,28343
82713,37292,91805
91677,70261,10425
24586,217,38064
72835,62369,73121
36077,88602,29721
40862,18876,35444
86193,88845,52349
36581,47478,12661
53667,97889,10666
97123,78230,68358
17018,63413,91667
5404,17588,2026
42246,58909,52651
52692,47919,43232
94100,67162,78325
44704,48896,16154
92079,83225,63423
79828,57447,75840
74357,1754,64843
23310,6701,32092
34394,88567,48288
37255,34106,59936
20646,93757,83922
88542,96126,4583
9371,75510,72159
1011,83545,22379
35854,3275,17345
80311,30745,74103
11169,67865,55742
82663,4281,21576
82278,7646,64993
91704,5837,10407
71344,61161,53586
47828,80348,7698
40504,23598,68134
27629,6278,82373
13567,18002,17397
77924,66449,68585
90412,21007,86536
35429,79422,70206
11490,64768,83839
36979,37200,65713
20575,60145,935
18648,81411,73410
1098,75230,63980
58197,73634,97183
39800,92207,56935
81909,61016,78263
99172,90920,28246
57806,5191,84849
54112,76227,47132
49742,83358,3208
12951,91665,32609
8352,80613,69355
16924,21556,50439
11625,51030,47192
62427,32011,79714
62929,65116,57385
72162,86884,84328
49935,41414,93085
7007,88559,41609
35284,15273,20091
58901,79552,53391
813,30397,15220
59505,62568,60773
27134,36454,21082
14098,87211,57526
8485,52418,15577
88489,17096,42126
96957,79052,4178
16764,2788,98585
93019,3005,31041
90161,22884,62329
20561,44486,44797
66710,33511,91234
35493,56340,58024
23455,44459,41380
37810,4344,93252
29943,31533,11765
89039,39563,82329
714,80594,79267
97797,67720,92422
50874,8831,83196
96697,89322,68337
81485,81710,47674
39540,16156,15542
89051,201,66490
83669,8358,90955
25709,55943,5349
70471,81832,51328
28790,10194,76958
65402,21434,90154
72823,86005,6680
13223,71694,84618
60711,76873,17733
55816,25881,63348
99953,13118,11076
85152,72765,98171
38089,53065,21904
40670,76606,88110
14441,20782,37897
42710,52728,44061
93700,15014,88823
83408,53835,65297
72460,74250,76887
75429,90375,50871
32842,28517,85209
9772,56748,78461
32076,7747,81389
30448,26112,9603
6781,14168,71381
76136,41872,50249
37378,9656,81134
82308,17050,20887
99795,31602,39594
89354,65502,56511
43787,76080,43555
36870,79018,43921
52439,40741,31886
55956,8095,3223
13806,62975,6378
51793,79952,53645
68163,589,92585
35523,78451,33618
48385,91077,14856
32404,86171,23676
90544,31688,99750
76481,48007,14063
42662,88933,81925
63516,14389,6524
48712,73416,18744
99509,26355,57478
37401,83766,18663
5292,38138,94919
82758,96226,56677
6983,85923,77717
41900,34932,38329
93320,20628,31788
80430,31375,24682
13994,39373,52036
79070,92115,76696
35791,96079,79359
82243,3929,70994
19265,86095,65863
66845,51421,54400
1318,88917,94553
56586,40561,35995
8101,73919,42693
21113,24055,3816
21945,46750,61677
74717,42930,10201
29475,54334,7178
86778,26059,24287
21245,69431,7886
28968,58752,31310
45242,40936,68964
66435,24901,32426
8906,66521,29600
98312,76504,18307
70749,43778,43038
84941,25634,66413
44326,41589,26849
21748,13908,14651
26963,40362,76190
66062,61599,48561
63502,29725,19554
50860,54694,52200
98487,36626,32677
90597,42618,33579
28845,48727,76999
13407,20021,79948
38049,58631,1355
88925,57431,81605
10881,32220,55957
85853,89360,52182
3016,81575,16774
46435,10697,20321
86282,27395,88418
40386,91361,21310
59476,83637,16856
12907,37048,99700
48818,29527,82275
65414,68433,90481
40241,70409,48348
56287,70156,93298
48422,98017,61863
10386,16170,39413
84455,51120,12615
54957,54457,89963
15096,12868,81451
18626,70696,38474
80200,73904,7088
18525,92079,10152
38136,48825,68637
17976,13673,27730
72749,96129,18736
39790,62676,38052
42456,99456,84264
41049,95039,14968
94683,20860,13950
75825,51689,99171
83064,45229,39202
7203,9371,48614
47329,13088,51059
87367,17548,84778
79340,83032,69478
69988,39837,21177
69786,38739,84319
29055,94800,46985
91423,89555,92244
48011,27681,82312
13304,84705,4977
6775,70510,24862
24846,1105,69444
64446,16788,33727
33914,88050,28307
44594,5817,80637
83635,16079,62614
59586,74024,45543
39081,90777,58290
71701,20641,95667
76638,11855,33184
9735,18107,46553
2454,42813,37647
68536,36148,30683
73253,33873,40926
60092,38971,43492
34972,51128,53265
77748,92639,24619
83841,51929,88747
9312,80971,23434
37600,27774,39625
74177,26446,73037
85603,96825,69476
90227,74629,53433
2310,25264,98901
42183,51945,16967
23689,5047,66988
79116,7687,30233
85761,15606,57951
57178,13656,4125
69403,44802,62871
16020,11768,74021
14949,87912,63234
88312,33609,36279
91614,38027,66716
73217,88793,142
98222,39500,48511
99147,4212,60511
28920,28337,36977
27338,80879,63950
38422,22268,60391
62790,50221,93653
13260,44023,42768
85641,35211,36089
84514,66068,75381
63900,97125,23954
72965,25487,26589
65819,46758,14646
41993,40640,54062
67323,45621,40822
43601,5693,85871
60655,64664,44524
55097,14430,43874
11490,1520,89028
72930,26374,12734
16042,50631,26426
39954,27205,14790
72692,49800,45872
59397,69917,83854
68925,45321,18210
71528,41086,8390
64149,48679,89051
31677,16331,18834
53557,13029,43250
11896,68575,69437
4870,54348,8846
98142,24791,80472
66215,63812,47846
86827,67994,91685
49805,39038,7787
6751,75686,67150
91351,93602,23980
77699,79110,55675
73057,94280,31312
16265,59320,48612
81826,37919,74533
48579,8671,97273
1546,74000,61879
65518,66690,3130
7009,32002,55913
69433,51845,11884
85470,4742,77908
77683,84388,52228
94389,82508,20959
43575,32646,68149
25085,4868,69579
70586,26255,49775
862,31835,67620
27465,37253,93532
22285,50840,36073
92788,89483,55074
44113,18357,42961
34097,49925,34320
29911,67244,46187
42125,25205,20870
12967,13419,54063
41294,88747,98994
63977,22402,66212
24284,33027,15912
81124,51449,33776
85895,96843,96169
37372,3834,4525
65373,50955,18853
4565,45048,68955
97553,42051,37216
72909,7275,85583
77298,99314,59116
51698,70527,76324
46348,37117,64473
256,19084,68102
27809,25555,56631
64313,69603,97690
9514,36839,2822
89178,28769,53593
7540,53277,21091
56266,68372,87844
25420,61691,64518
80095,5519,26253
55098,59778,70326
58048,85458,28375
40876,80535,7849
11648,71396,49698
61370,35196,39819
10033,48054,81965
57133,12440,13867
18129,8375,68149
42778,81793,53928
49833,78906,6915
56499,85888,44180
93264,95496,2420
37698,49612,20680
35113,33606,29155
14,83557,56911
13576,97429,26350
25744,5296,91682
65863,43756,98996
74428,48644,30213
58692,30618,21957
62387,37994,99207
80296,28687,59361
91924,32159,63398
79277,87408,177
49389,85825,64408
86072,62713,40845
37305,44229,40661
93667,91572,99838
96378,21985,9322
44471,16711,83370
83728,98580,73038
94911,97551,39160
88554,33021,5582
69146,49554,82148
8412,21154,1018
25270,5293,78799
73340,68970,13725
52820,18827,98061
5730,6547,48923
81361,30340,3475
37664,85939,96701
65083,21082,17653
18685,69785,52218
41173,46746,33341
58768,49899,51930
76077,94932,38488
72568,95960,12177
21784,97867,19434
55714,4412,61690
54388,60818,69258
75839,63444,39966
