17036,13881
18011,13881
18011,13589
19363,13589
19363,12496
20033,12496
20033,11401
20729,11401
20729,10674
21717,10674
21717,10120
22825,10120
22825,9696
24006,9696
24006,8622
24774,8622
24774,8345
26031,8345
26031,8115
27292,8115
27292,7600
28383,7600
28383,6965
29416,6965
29416,6587
30571,6587
30571,5570
31452,5570
31452,5076
32569,5076
32569,4541
33674,4541
33674,4693
35013,4693
35013,4437
36198,4437
36198,4197
37383,4197
37383,3743
38510,3743
38510,3573
39710,3573
39710,2957
40817,2957
40817,3016
42058,3016
42058,2191
43159,2191
43159,2620
44442,2620
44442,2050
45603,2050
45603,1749
46805,1749
46805,2080
48045,2080
48045,2301
49263,2301
49263,1683
50478,1683
50478,1933
51694,1933
51694,2137
52902,2137
52902,2464
54093,2464
54093,2483
55307,2483
55307,2136
56578,2136
56578,2649
57734,2649
57734,3105
58885,3105
58885,2842
60178,2842
60178,3278
61330,3278
61330,3237
62602,3237
62602,3589
63778,3589
63778,3946
64952,3946
64952,4498
66057,4498
66057,5500
66983,5500
66983,5747
68186,5747
68186,6282
69275,6282
69275,6913
70316,6913
70316,7301
71471,7301
71471,7657
72654,7657
72654,8000
73858,8000
73858,8531
74967,8531
74967,9441
75841,9441
75841,10567
76551,10567
76551,10971
77742,10971
77742,11426
78917,11426
78917,12725
79447,12725
79447,12789
80959,12789
80959,13600
81879,13600
81879,14611
82614,14611
82614,15832
83128,15832
83128,16106
84571,16106
84571,17152
85248,17152
85248,18185
85923,18185
85923,18938
86915,18938
86915,20331
87129,20331
87129,21205
87970,21205
87970,21945
89008,21945
89008,23116
89451,23116
89451,24135
90103,24135
90103,25113
90822,25113
90822,26059
91606,26059
91606,27335
91803,27335
91803,28359
92448,28359
92448,29249
93385,29249
93385,30232
94169,30232
94169,31630
94004,31630
94004,32520
95049,32520
95049,33734
95291,33734
95291,34808
95924,34808
95924,36006
96196,36006
96196,37365
95867,37365
95867,38397
96712,38397
96712,39561
97095,39561
97095,40834
96955,40834
96955,42018
97219,42018
97219,43151
97868,43151
97868,44368
98004,44368
98004,45579
98210,45579
98210,46848
97612,46848
97612,48049
97814,48049
97814,49253
98400,49253
98400,50471
